Path;Target;FD0;FD1;FD2;FD3;FD4;FD5;FD6;FD7;FD8;FD9;FD10;FD11;FD12;FD13;FD14;FD15;FD16;FD17;FD18;FD19;FD20;FD21;FD22;FD23;FD24;FD25;FD26;FD27;FD28;FD29;FD30;FD31
../DATA\apple\Image_24.jpg;1;0.402226576359536;0.402226576359536;0.402226576359536;0.402226576359536;0.27735145058527055;0.21086222564597196;0.26397386347863944;0.402226576359536;0.25670623930013453;0.4143548193113776;0.23723413696320192;0.13918437089580224;0.4143548193113776;0.4143548193113776;0.4143548193113776;0.4143548193113776;0.41867603102625256;0.34937542899210533;0.12626706819167863;0.1275359704043344;0.41867603102625256;0.41867603102625256;0.3802230096904693;0.41867603102625256;0.48061005179736194;0.48061005179736194;0.3198735007039558;0.42754303065663346;0.011406735041535715;0.047538796575954834;0.1397847754824734;0.48061005179736194
../DATA\apple\Image_25.jpg;1;0.3618474675843321;0.3618474675843321;0.28890287484257754;0.3618474675843321;0.3618474675843321;0.3618474675843321;0.3618474675843321;0.3618474675843321;0.3926895557568981;0.3926895557568981;0.21652235195497335;0.3926895557568981;0.3926895557568981;0.3926895557568981;0.32350397733820196;0.27827650163459383;0.028212297038788265;0.0;0.002182037543665355;0.07117303586411278;0.5745963818841315;0.5745963818841315;0.5745963818841315;0.06042099738859409;0.04655140448562985;0.5242432184528175;0.4144282956325028;0.5242432184528175;0.5242432184528175;0.0;0.01580122376390874;0.03660080434545063
../DATA\apple\Image_26.jpg;1;0.44296763604294787;0.44296763604294787;0.44296763604294787;0.3533264582327471;0.1758192373470536;0.14247723860962896;0.19765358421520524;0.44296763604294787;0.42075409464476937;0.2634555872066031;0.22773558286050824;0.27133474671216684;0.32836518069085935;0.40765107172888476;0.42075409464476937;0.42075409464476937;0.4616827692824606;0.18855467685390806;0.11916290244343973;0.23974861679151635;0.20040962781803576;0.4616827692824606;0.4616827692824606;0.4616827692824606;0.4150970492517802;0.4150970492517802;0.4150970492517802;0.4142753144466627;0.18849095114739706;0.2609595075443072;0.18848081859170054;0.4150970492517802
../DATA\apple\Image_27.jpg;1;0.6233835162276319;0.34839663580625924;0.16090915679485426;0.15818586358569606;0.17316139371554434;0.09482664268610878;0.10730462228300612;0.6233835162276319;0.5769909442910993;0.21173318533640265;0.3444528194604565;0.19965116277545306;0.19584462308776543;0.1428747424329183;0.2684312160640511;0.5769909442910993;0.47282557006488046;0.01387920979803747;0.014846410920833804;0.010271343768201394;0.21872674034453354;0.07925743103137964;0.42591635847396747;0.7351119359159055;0.9002100036459977;0.2953283130741752;0.1579841043835354;0.15782611354755094;0.006720660596062139;0.009893095536288494;0.008004232218337404;0.22875307014235813
../DATA\apple\Image_28.jpg;1;0.1747198670723065;0.43365832759749146;0.43365832759749146;0.43365832759749146;0.43365832759749146;0.43365832759749146;0.13637642496679983;0.10284314668511216;0.033303740665004966;0.08709476155845179;0.01223407003788974;0.5317403719150507;0.5317403719150507;0.5317403719150507;0.37321464019988654;0.060191803076770696;0.3951394784924887;0.3951394784924887;0.02684896950685916;0.2499357670806366;0.3951394784924887;0.3951394784924887;0.3951394784924887;0.3951394784924887;0.38274753180873067;0.38274753180873067;0.38274753180873067;0.38274753180873067;0.38274753180873067;0.07701290937139757;0.33925649999647994;0.38274753180873067
../DATA\apple\Image_3.jpg;1;0.4293385769216564;0.4293385769216564;0.15458896488234117;0.25118725672700176;0.3968015999889911;0.4293385769216564;0.4293385769216564;0.1350157370363356;0.4105609075476768;0.4105609075476768;0.13170518373065462;0.22101004889630851;0.3016736786862002;0.4105609075476768;0.4105609075476768;0.4105609075476768;0.39404232193086364;0.39404232193086364;0.3587560673623227;0.21508994034697806;0.39404232193086364;0.22064370360549335;0.39404232193086364;0.39404232193086364;0.3798487166274925;0.3798487166274925;0.3329865602854586;0.3798487166274925;0.3798487166274925;0.15300217373366654;0.3798487166274925;0.3798487166274925
../DATA\apple\Image_31.jpg;1;0.3629154295707759;0.3629154295707759;0.3629154295707759;0.2793684601506502;0.3629154295707759;0.3629154295707759;0.3629154295707759;0.3629154295707759;0.35990253381153103;0.30543602074485887;0.35990253381153103;0.35990253381153103;0.35990253381153103;0.35990253381153103;0.35990253381153103;0.35990253381153103;0.31144742146700594;0.1838932160493363;0.1550872476367747;0.4111281391368071;0.4111281391368071;0.4111281391368071;0.4111281391368071;0.4111281391368071;0.45895052951234067;0.45895052951234067;0.43248128041452155;0.45895052951234067;0.30270056349169716;0.14437337819039955;0.14350787284284833;0.21906018102173458
../DATA\apple\Image_32.jpg;1;0.402588864655638;0.402588864655638;0.402588864655638;0.402588864655638;0.2951046492685068;0.27365176649588546;0.16624977156381449;0.402588864655638;0.20021517837081465;0.25789622944213536;0.3222743006348933;0.3973770733056932;0.3973770733056932;0.3973770733056932;0.3973770733056932;0.3973770733056932;0.14979114762584478;0.28332042553730186;0.042817183243627134;0.11378092853540865;0.46971074533574014;0.46971074533574014;0.46971074533574014;0.46971074533574014;0.49159603894677417;0.49159603894677417;0.49159603894677417;0.49159603894677417;0.11107570138140589;0.04317241580891743;0.12492639194300045;0.05937225812746598
../DATA\apple\Image_33.jpg;1;0.44397487660800344;0.44397487660800344;0.44397487660800344;0.44397487660800344;0.39896518683021265;0.13307419022076145;0.10709953124849005;0.15229236773989696;0.2678436952067757;0.3641545501189724;0.3641545501189724;0.3641545501189724;0.3641545501189724;0.3641545501189724;0.3641545501189724;0.3641545501189724;0.11652238653065815;0.11301245311994373;0.1512096373927823;0.30444769235072494;0.4631678870891641;0.4631678870891641;0.4631678870891641;0.4631678870891641;0.4603922856676231;0.4603922856676231;0.4603922856676231;0.4603922856676231;0.3492075508379631;0.11067301128466238;0.08361855705873038;0.10473433337457501
../DATA\apple\Image_34.jpg;1;0.37682164790826234;0.37682164790826234;0.37682164790826234;0.37682164790826234;0.37682164790826234;0.37682164790826234;0.3426902083211697;0.17491739413796514;0.21759034278623854;0.3368385927017224;0.3736835728935696;0.3740467329606313;0.3740467329606313;0.3740467329606313;0.3740467329606313;0.3740467329606313;0.43493580273945687;0.00584117755257077;0.011257017248113217;0.23236479339924374;0.43493580273945687;0.43493580273945687;0.43493580273945687;0.43493580273945687;0.4518885953553898;0.4518885953553898;0.4518885953553898;0.4518885953553898;0.23552573658406506;0.013279709725748785;0.009219396027120002;0.3570056981246257
../DATA\apple\Image_35.png;1;0.3927504682527474;0.3927504682527474;0.3927504682527474;0.3927504682527474;0.3927504682527474;0.27331223725181225;0.2137223499572576;0.3291785627099102;0.3754195258114191;0.27331681675111885;0.28223925163920954;0.3754195258114191;0.3754195258114191;0.3754195258114191;0.3754195258114191;0.3754195258114191;0.21976508166365394;0.12010109154014537;0.10053926953227052;0.11509951204857727;0.5135700979981659;0.35022886369830714;0.5135700979981659;0.5135700979981659;0.48139744360933956;0.48139744360933956;0.2593561212275909;0.48139744360933956;0.052049392188937275;0.060187211157836956;0.060520011015847856;0.4769796581763673
../DATA\apple\Image_36.jpg;1;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.39354228377826644;0.22913517389066548;0.13506997064641718;0.39354228377826644;0.39354228377826644;0.39354228377826644;0.39354228377826644;0.39354228377826644;0.3567737004898599;0.3301328310743775;0.3567737004898599;0.3567737004898599;0.3567737004898599;0.3567737004898599;0.3567737004898599;0.3567737004898599;0.23180375900012215;0.30422346508334425;0.4060997891828331;0.4060997891828331;0.4060997891828331;0.4060997891828331;0.3564872379181401;0.25877363524504027
../DATA\apple\Image_37.jpg;1;0.44215210335049576;0.44215210335049576;0.30846556323706875;0.33395126533536734;0.44215210335049576;0.06534559907241168;0.08403315346811842;0.44215210335049576;0.5461191168773091;0.009125251533253335;0.00029489729939136637;0.00016019499622522187;0.5461191168773091;0.2799884752025762;0.163660626630739;0.5461191168773091;0.08270024266570378;0.017358634946064773;0.0035529668127059887;0.003575323018824821;0.3913707672402026;0.3796124957592397;0.5897275709561965;0.5897275709561965;0.4224080752342711;0.4224080752342711;0.2562003587144279;0.4224080752342711;0.2054322468678;0.004007191006920355;0.4224080752342711;0.4224080752342711
../DATA\apple\Image_38.jpg;1;0.4104489234711066;0.4104489234711066;0.4104489234711066;0.4104489234711066;0.3393899840871132;0.07582331376716661;0.1919323337130307;0.41030959960821345;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.4138620067796002;0.09160509483017558;0.12140401868920876;0.06963398252097164;0.4474200817379105;0.4474200817379105;0.4474200817379105;0.4474200817379105;0.48340066207939875;0.48340066207939875;0.4349797014703219;0.48340066207939875;0.23380684787352446;0.21825138016156947;0.03928113422402169;0.07695286783016664
../DATA\apple\Image_39.jpg;1;0.398848901993398;0.398848901993398;0.398848901993398;0.398848901993398;0.27374392209253506;0.27323579917086066;0.23452980549273478;0.398848901993398;0.4104467057225586;0.11537300104755371;0.4321676001630467;0.17773379225285932;0.19889176074570772;0.4321676001630467;0.4321676001630467;0.4321676001630467;0.14553488424397865;0.03982494470298681;0.07890919888134879;0.2876463057800731;0.41934115649668485;0.3944705321402694;0.5276421634950413;0.5276421634950413;0.5271734366229744;0.5271734366229744;0.48600156246747056;0.4487644673905353;0.017179023910930246;0.009345761558307969;0.0008878825658515291;0.07877828617864445
../DATA\apple\Image_40.jpg;1;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.3554650847280341;0.3398705848689351;0.3554650847280341;0.3554650847280341;0.3554650847280341;0.3554650847280341;0.3554650847280341;0.3554650847280341;0.3888424466227515;0.3888424466227515;0.3888424466227515;0.2058601844902816;0.3888424466227515;0.22456823971841386;0.3888424466227515;0.3888424466227515;0.41798720487277186;0.41798720487277186;0.39494298418269425;0.3480472794491083;0.41798720487277186;0.22581645524282143;0.09326836630130239;0.3728956424432369
../DATA\apple\Image_41.jpg;1;0.37997257981542487;0.37997257981542487;0.37997257981542487;0.37997257981542487;0.37997257981542487;0.37997257981542487;0.35590568097017633;0.08400105608068521;0.3729204142265004;0.3234859817272235;0.3729204142265004;0.3729204142265004;0.3729204142265004;0.3729204142265004;0.3729204142265004;0.24685827350346642;0.4328836030283411;0.13423101957357364;0.04137880967403965;0.2081556104738366;0.4328836030283411;0.4328836030283411;0.4328836030283411;0.4328836030283411;0.4663009700186191;0.4663009700186191;0.4663009700186191;0.3438801163867467;0.08506501823495853;0.03751245128278131;0.057938287172374384;0.4663009700186191
../DATA\apple\Image_42.jpg;1;0.39480976076096136;0.39480976076096136;0.39480976076096136;0.39480976076096136;0.24579707375347387;0.06584310891639976;0.39480976076096136;0.39480976076096136;0.32782998896259674;0.21128993027777374;0.3759175581929971;0.3759175581929971;0.3759175581929971;0.3759175581929971;0.3759175581929971;0.3759175581929971;0.40073578772928625;0.22292432403022358;0.1985377701219716;0.32854473265315354;0.40073578772928625;0.40073578772928625;0.40073578772928625;0.40073578772928625;0.4284793655346263;0.4284793655346263;0.4284793655346263;0.14221942466716012;0.3402388576134256;0.2449871039652282;0.26384504295736433;0.4284793655346263
../DATA\apple\Image_43.jpg;1;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.37831084799597314;0.37831084799597314;0.37831084799597314;0.37831084799597314;0.37831084799597314;0.37831084799597314;0.29147610338287694;0.2373332984019363;0.3689121944609019;0.3689121944609019;0.3689121944609019;0.3689121944609019;0.3689121944609019;0.3689121944609019;0.3689121944609019;0.21754665960674088;0.3810338610458948;0.3414114574127354;0.3810338610458948;0.3810338610458948;0.3810338610458948;0.36157075989118026;0.16361780361057213;0.3810338610458948
../DATA\apple\Image_44.jpg;1;0.3587359687212399;0.31489606681841276;0.3587359687212399;0.3587359687212399;0.3587359687212399;0.3587359687212399;0.3587359687212399;0.3587359687212399;0.36025704375820466;0.36025704375820466;0.36025704375820466;0.36025704375820466;0.36025704375820466;0.36025704375820466;0.3024963415212321;0.36025704375820466;0.3593972394036109;0.3593972394036109;0.3593972394036109;0.3593972394036109;0.3593972394036109;0.3593972394036109;0.3593972394036109;0.3095728829218235;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103
../DATA\apple\Image_45.jpg;1;0.36138799657002774;0.36138799657002774;0.36138799657002774;0.36138799657002774;0.36138799657002774;0.36138799657002774;0.29290102631982695;0.36138799657002774;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35572954551326785;0.33792814743094146;0.35572954551326785;0.35572954551326785;0.35572954551326785;0.35572954551326785;0.35572954551326785;0.35572954551326785;0.4012836580909416;0.4012836580909416;0.21698994120431833;0.11502771444449207;0.4012836580909416;0.4012836580909416;0.36679847146493527;0.4012836580909416
../DATA\apple\Image_47.jpg;1;0.349034627899631;0.22679549905742752;0.11544667379501346;0.6101495191643053;0.6101495191643053;0.07138119926949002;0.18206736883388103;0.1749343329284201;0.22999220856550875;0.0986817620606384;0.11987465853762641;0.15853232131787076;0.9110409267356956;0.18360731246520534;0.13147447787448951;0.12988574744109813;0.1553759965861182;0.0762262618284209;0.4342338052533793;0.4342338052533793;0.4342338052533793;0.4342338052533793;0.4342338052533793;0.16508442717891095;0.10780625325903072;0.22038447883783271;0.3815805461950529;0.440453456486518;0.440453456486518;0.440453456486518;0.440453456486518;0.13493624495453127
../DATA\apple\Image_48.jpg;1;0.3866713294036309;0.3866713294036309;0.3866713294036309;0.18723970698639966;0.3866713294036309;0.28549801670973496;0.36859000162078737;0.3866713294036309;0.3597858240407265;0.30639700620556504;0.3597858240407265;0.3597858240407265;0.3597858240407265;0.3597858240407265;0.3597858240407265;0.3597858240407265;0.2950036193724053;0.2545114640534776;0.36841258941873;0.39916960675198115;0.39916960675198115;0.39916960675198115;0.39916960675198115;0.2740865610785332;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103
../DATA\apple\Image_49.jpg;1;0.37012064775035014;0.33763610591790666;0.41037713246714114;0.4363742774377716;0.4363742774377716;0.27757550501812717;0.13227646203047488;0.32436542872106594;0.6116063482523291;0.14495111990633158;0.12373102300640643;0.42140677090630835;0.6116063482523291;0.06945239672489048;0.07705006634505837;0.16495799678446238;0.3740285178408704;0.3740285178408704;0.14393982959066007;0.3740285178408704;0.3740285178408704;0.3740285178408704;0.3740285178408704;0.3740285178408704;0.37214614882148495;0.37214614882148495;0.37214614882148495;0.37214614882148495;0.37214614882148495;0.1938436903643598;0.36258528219402;0.37214614882148495
../DATA\apple\Image_5.JPG;1;0.11660794409023102;0.18427534414738386;0.4677086180165714;0.4677086180165714;0.4677086180165714;0.4677086180165714;0.23709435028183667;0.14569161940236566;0.2827321403594334;0.1815917291874657;0.26882611126619127;0.44226957001957007;0.44226957001957007;0.44226957001957007;0.44226957001957007;0.180027808545762;0.14168792248703604;0.215099877113454;0.3775054741257906;0.5153133919310415;0.5728856780095402;0.43379182250700477;0.01047710476248712;0.09547347642970237;0.05482266808314059;0.2710554180269711;0.5300588550531018;0.5300588550531018;0.5300588550531018;0.2803270539650778;0.0;0.04531013214181202
../DATA\apple\Image_50.jpg;1;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.3567367688572844;0.3567367688572844;0.3567367688572844;0.3304120819502491;0.3567367688572844;0.3567367688572844;0.3567367688572844;0.3567367688572844;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103
../DATA\apple\Image_51.jpg;1;0.3626384227629408;0.3626384227629408;0.3626384227629408;0.3626384227629408;0.3626384227629408;0.2818751851853581;0.3626384227629408;0.3626384227629408;0.3589739311758229;0.3589739311758229;0.3401453700352431;0.3333578067759706;0.3589739311758229;0.3589739311758229;0.3589739311758229;0.3589739311758229;0.3544235287547877;0.3544235287547877;0.3544235287547877;0.3544235287547877;0.3474014040573077;0.3544235287547877;0.3544235287547877;0.3544235287547877;0.35539652430068197;0.35539652430068197;0.34037211003429263;0.35539652430068197;0.35539652430068197;0.35539652430068197;0.35539652430068197;0.35539652430068197
../DATA\apple\Image_52.jpg;1;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.42518397254589885;0.35996226665826503;0.1180953078028208;0.24949272625606114;0.2666615868679232;0.42518397254589885;0.42518397254589885;0.42518397254589885;0.36971710892883414;0.3640626150514794;0.36423093483649605;0.36971710892883414;0.36971710892883414;0.36971710892883414;0.22658449839917666;0.36971710892883414;0.47190361451753354;0.47190361451753354;0.2022597182233644;0.1726680326333847;0.467122039765143;0.47190361451753354;0.03002590379709592;0.20516612102554824
../DATA\apple\Image_53.png;1;0.1809208872270018;0.2386566881910913;0.43361819258825635;0.43361819258825635;0.43361819258825635;0.43361819258825635;0.35701771513574765;0.1753568378530426;0.3627657233722349;0.3627657233722349;0.3627657233722349;0.3627657233722349;0.3627657233722349;0.3627657233722349;0.3627657233722349;0.28072621768288125;0.37528692609442627;0.19272586013743742;0.37257508457090505;0.44548494881921824;0.44548494881921824;0.44548494881921824;0.21934284641764895;0.19930496393652983;0.3634133877182532;0.3634133877182532;0.3634133877182532;0.3634133877182532;0.3634133877182532;0.2929883662012112;0.34891556959159475;0.3634133877182532
../DATA\apple\Image_54.jpg;1;0.3561213611533712;0.3561213611533712;0.3561213611533712;0.3350269132395712;0.3561213611533712;0.3561213611533712;0.3561213611533712;0.3561213611533712;0.3536179591174058;0.2979172260950834;0.3630449881615395;0.3630449881615395;0.3630449881615395;0.3630449881615395;0.35663896016824287;0.3630449881615395;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35115547986631446;0.3097392461506364;0.36072875960306167;0.36072875960306167;0.36072875960306167;0.36072875960306167;0.36072875960306167;0.36072875960306167
../DATA\apple\Image_55.jpg;1;0.37136126102351613;0.3354305679305743;0.35608328171037373;0.37136126102351613;0.37136126102351613;0.37136126102351613;0.26673038689749945;0.37136126102351613;0.4144184580775633;0.4144184580775633;0.4144184580775633;0.4144184580775633;0.2736145369230994;0.4144184580775633;0.17098484802652472;0.19283665243781375;0.41852957487262743;0.41852957487262743;0.38579955964679563;0.41852957487262743;0.25958977000936534;0.18965317048365182;0.21710712885153205;0.41852957487262743;0.3689131266203083;0.3689131266203083;0.3689131266203083;0.3689131266203083;0.3689131266203083;0.3689131266203083;0.21753559412279186;0.3689131266203083
../DATA\apple\Image_56.jpg;1;0.40335157446464226;0.40335157446464226;0.40335157446464226;0.40335157446464226;0.36326865089532623;0.09415000765610979;0.29341867515706693;0.3497244250906148;0.2483296480536899;0.22122644902068228;0.2362500866771552;0.11933196937997981;0.4525861855127917;0.4525861855127917;0.4525861855127917;0.4525861855127917;0.2130977393030143;0.09601892795385154;0.09430378587843588;0.31221662483037566;0.4607318320975322;0.44963966714751674;0.4607318320975322;0.4607318320975322;0.5282300575098025;0.5282300575098025;0.3168144224443473;0.5282300575098025;0.11981163834910921;0.16694017756927848;0.1071490408814266;0.09403654359178522
../DATA\apple\Image_57.jpg;1;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.35355339053803103;0.3558690752155717;0.3558690752155717;0.3558690752155717;0.3558690752155717;0.3558690752155717;0.33689821729995756;0.3558690752155717;0.3558690752155717;0.3563913578674003;0.3563913578674003;0.3563913578674003;0.3563913578674003;0.3563913578674003;0.33301111084238183;0.3563913578674003;0.3563913578674003;0.3585506711762982;0.3585506711762982;0.3585506711762982;0.31636989912408847;0.3585506711762982;0.3585506711762982;0.3585506711762982;0.3585506711762982
../DATA\apple\Image_58.jpg;1;0.3859917571727361;0.3859917571727361;0.3859917571727361;0.37877764064989067;0.1481498646551451;0.2993842566792848;0.3859917571727361;0.3859917571727361;0.26152825681138797;0.38164410529615567;0.38164410529615567;0.38164410529615567;0.38164410529615567;0.38164410529615567;0.38164410529615567;0.24018666049813675;0.3737646402255139;0.3737646402255139;0.3737646402255139;0.1486605383765136;0.3737646402255139;0.3737646402255139;0.3737646402255139;0.3737646402255139;0.37327319575845386;0.3522423423565442;0.37327319575845386;0.37327319575845386;0.37327319575845386;0.37327319575845386;0.37327319575845386;0.19982006874302782
